lat,lon,location,description
51.129852,-2.7334955,C Block,T-Levels, Woodworking, Music
51.130310,-2.733310,Refectory,Lunch Hall	
51.130455,-2.734003,A Block,Reception, Staff Offices
51.129667,-2.732614,M Block,Business Studies, Maths, Higher Educations	
51.129290,-2.732866,Swimming Pool,Strode Swimming Pool
51.129482,-2.732061,J Block,Politics, Geography	
51.129202,-2.731943,E Block,Cooking, Cafeteria, Travel and Tourism
51.130249,-2.733992,B Block,English, Business
